feature,mae
Temp,0.35236477455948545
HR,0.3443126493026708
Platelet,0.33969678850164553
Glucose,0.3395889080580042
SBP,0.32949673307565425
MAP,0.3139120052804969
SaO2,0.31158868195097933
DBP,0.3085067988055192
Chloride,0.29721005138033074
BUN,0.2947712913870893
RR,0.28897863455999157
PTT,0.2870370359761738
Calcium,0.2856580728647285
HCO3,0.2498319454253173
WBC,0.2462877222826274
BASELINE,0.1939052069834571
