feature,mae
SBP,0.339388171221409
Temp,0.33830296894157297
Platelet,0.33080793776956974
SaO2,0.32841310929412987
Glucose,0.3262150369037126
HR,0.32523885466690805
Chloride,0.30199991204286863
BUN,0.29876240201005605
DBP,0.29676254952419007
PTT,0.29645875509100306
Calcium,0.2902681462609033
MAP,0.2876081968834781
RR,0.28491678731340103
HCO3,0.2732871646987335
WBC,0.2601800712195195
BASELINE,0.22916550672796507
